08:00:32:  自动播放
16:59:05:  Save Before Run or Check
16:59:10:  data:, - Google Chrome
16:59:15:  注册 | 币安 - Google Chrome
16:59:25:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:59:30:  data:, - Google Chrome
16:59:35:  注册 | 币安 - Google Chrome
16:59:40:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:59:50:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:59:55:  无标题 - Google Chrome
17:00:00:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
16:58:05:  *Python 3.7.3 Shell*
16:58:10:  data:, - Google Chrome
16:58:15:  注册 | 币安 - Google Chrome
16:58:25:  *Python 3.7.3 Shell*
16:58:30:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:58:55:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:59:05:  Save Before Run or Check
16:59:10:  data:, - Google Chrome
16:59:15:  注册 | 币安 - Google Chrome
16:59:25:  F:\小程序\weibopinglun\新建文件夹 (3)\chromedriver.exe
16:59:30:  data:, - Google Chrome
16:59:35:  注册 | 币安 - Google Chrome
16:59:40:  weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)
16:59:50:  *weiboping (2).py - F:\小程序\weibopinglun\新建文件夹 (3)\weiboping (2).py (3.7.3)*
16:59:55:  无标题 - Google Chrome
17:00:00:  K64_12345678_20201126152644.log - [No filter file]* - TextAnalysisTool.NET
17:00:10:  新建文件夹 (3)
17:00:15:  所有笔记本 - 张开发 - 印象笔记
17:00:35:  Windows 任务管理器
17:00:45:  CRSTesttool_20201125
17:00:50:  20201126
17:00:55:  Decode
17:01:00:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
17:01:40:  戚晓东
17:01:45:  程明昌
17:01:55:  所有笔记本 - 张开发 - 印象笔记
17:02:25:  K64_12345678_20201126153107.log - [No filter file]* - TextAnalysisTool.NET
17:03:30:  锁屏状态
